学期	学号	书名	日期
1	41	1460453	0102
1	41	2664920	0102
1	41	1309596	0102
1	41	1345968	0102
1	41	1090213	0102
1	76	1505563	0102
1	76	1438745	0102
1	76	1308257	0102
1	76	2747518	0102
1	28	1345969	0102
1	24	1345967	0103
1	18	2825176	0103
1	72	2981373	0104
1	57	1414546	0104
1	65	2605482	0106
1	18	1447383	0106
1	18	1414504	0106
1	56	1365286	0107
1	56	1468516	0107
1	56	1460426	0107
1	51	2967192	0107
1	23	2968927	0108
1	63	1159021	0108
1	63	1380589	0108
1	19	1117131	0108
1	19	2740415	0108
1	19	1363213	0108
1	89	2807809	0109
1	89	1564401	0109
1	89	1125137	0109
1	89	2741393	0109
1	89	2732766	0109
1	5	2586035	0111
1	13	2906541	0111
1	13	1447560	0111
1	40	2928073	0111
1	40	2928089	0111
1	85	2918136	0111
1	67	1489299	0111
1	67	2625922	0111
1	74	2574875	0112
1	74	2887222	0112
1	19	1525903	0112
1	19	2890617	0112
1	19	2944221	0112
1	19	2829132	0112
1	19	1484032	0112
1	19	1564409	0112
1	19	2845179	0112
1	31	1159405	0112
1	31	2716471	0112
1	74	2586023	0112
1	67	2720683	0112
1	74	2880420	0112
1	6	1509099	0112
1	23	1027903	0112
1	23	2111290	0112
1	23	2897187	0112
1	15	2636898	0112
1	15	1054132	0112
1	35	2586000	0113
1	89	2923028	0113
1	89	1086716	0113
1	89	2815427	0113
1	89	2573240	0113
1	89	2912506	0113
1	89	2738924	0113
1	89	2607424	0113
1	69	2918400	0113
1	6	2843499	0114
1	28	1395562	0115
1	91	1465668	0115
1	28	1050779	0115
1	63	1099369	0116
1	63	2800106	0116
1	85	1216949	0116
1	85	2793711	0116
1	85	1436411	0116
1	39	1291187	0116
1	74	2586031	0116
1	67	2978450	0116
1	67	2979256	0116
1	64	2958087	0117
1	64	2984885	0117
1	64	2977474	0117
1	41	1367935	0117
1	41	2964237	0117
1	19	2623373	0117
1	19	1363213	0117
1	19	1117131	0117
1	19	2740415	0117
1	19	1366782	0117
1	18	1300561	0117
1	3	1280876	0117
1	8	1299449	0117
1	8	1476187	0117
1	63	1159021	0117
1	63	1380589	0117
1	3	1558972	0117
1	3	2824055	0117
1	70	1157179	0117
1	70	2889665	0117
1	24	1390441	0117
1	24	2816246	0117
1	24	2671940	0117
1	18	1321045	0118
1	18	2588384	0118
1	18	1337863	0118
1	18	1362636	0118
1	18	2791008	0118
1	76	1277875	0118
1	76	1160777	0118
1	76	1180178	0118
1	10	1329563	0118
1	10	2887027	0118
1	10	2887040	0118
1	10	2726672	0118
1	38	1300585	0119
2	21	2715739	0604
2	13	1232730	0418
2	41	2723687	0411
2	41	1124781	0411
2	51	2774104	0224
2	3	2591394	0225
2	19	1117131	0225
2	19	1363213	0225
2	64	2984885	0225
2	64	2977474	0225
2	19	2740415	0225
2	54	1371870	0225
2	19	2623373	0225
2	67	1302790	0225
2	24	1302865	0225
2	24	2636184	0225
2	89	2784818	0225
2	55	1549978	0225
2	56	1460426	0225
2	56	1468516	0225
2	56	1365286	0225
2	65	2891125	0225
2	10	2598191	0225
2	10	2843758	0225
2	10	2592446	0225
2	5	2652085	0225
2	5	1524211	0225
2	5	2600093	0225
2	69	1258610	0225
2	70	2808361	0225
2	70	2462908	0225
2	65	1045025	0226
2	9	1420786	0226
2	74	1366782	0226
2	82	1263303	0226
2	6	2954998	0226
2	6	1289313	0226
2	6	1406433	0226
2	6	1550219	0226
2	6	1129271	0226
2	79	2886834	0226
2	79	1570814	0226
2	79	1304590	0226
2	48	2895729	0226
2	48	1308546	0226
2	48	1287016	0226
2	38	2610272	0227
2	51	1354621	0227
2	38	2836376	0227
2	51	1433402	0227
2	51	2965357	0227
2	56	2781219	0227
2	3	1141900	0227
2	3	2802434	0227
2	48	2915139	0227
2	48	2982288	0227
2	24	1486753	0227
2	55	2990823	0227
2	55	2985258	0227
2	5	1373791	0227
2	5	1058022	0227
2	5	2667338	0227
2	5	2626390	0227
2	5	1500602	0227
2	64	2979698	0228
2	55	1003787	0228
2	55	1003787	0228
2	55	1003787	0228
2	55	1036525	0228
2	82	1450960	0228
2	82	1051566	0228
2	56	1255692	0228
2	56	1418463	0228
2	56	2884626	0228
2	82	1150421	0228
2	82	2696571	0228
2	6	2958654	0228
2	6	1511839	0228
2	67	1285278	0228
2	67	1550028	0228
2	20	2752789	0228
2	7	1405223	0228
2	58	2876680	0228
2	58	2824056	0228
2	79	1464461	0228
2	81	2853298	0301
2	58	2967528	0301
2	58	2912711	0301
2	51	1543854	0301
2	51	2790607	0301
2	51	2646870	0301
2	70	2721614	0301
2	7	1474086	0301
2	7	1411259	0301
2	74	2879226	0302
2	74	2785637	0302
2	74	1555169	0302
2	74	2881433	0302
2	63	2800106	0302
2	24	2751336	0303
2	24	2895373	0303
2	83	1252091	0303
2	83	1322531	0303
2	76	2723123	0303
2	3	1301889	0303
2	10	2872874	0303
2	24	2568059	0304
2	51	1409282	0304
2	51	1131969	0304
2	51	1435266	0304
2	82	2794748	0304
2	82	1117121	0304
2	82	1129386	0304
2	67	2756589	0304
2	67	1184679	0304
2	41	2601019	0304
2	41	2894634	0304
2	41	2697352	0304
2	41	1055717	0304
2	39	2834885	0304
2	39	2800990	0304
2	56	1287510	0306
2	13	2742585	0306
2	13	1321045	0306
2	13	1447383	0306
2	13	2900789	0306
2	62	1392568	0306
2	62	1296447	0306
2	62	2769479	0306
2	62	1369180	0306
2	84	2857566	0306
2	84	1407873	0306
2	84	2631397	0306
2	63	1013534	0306
2	63	1013534	0306
2	63	1013534	0306
2	1	1544201	0307
2	89	1422754	0307
2	39	1456409	0307
2	23	1074145	0307
2	23	1263193	0307
2	23	1543115	0307
2	23	1167632	0307
2	23	1259635	0307
2	13	2770092	0307
2	13	2827565	0307
2	13	1337437	0307
2	24	1171560	0308
2	13	2198718	0308
2	13	1232730	0308
2	13	1354074	0308
2	13	1257541	0308
2	74	1338095	0308
2	50	1446719	0308
2	6	2628448	0308
2	6	2628438	0308
2	6	2695427	0308
2	7	1342947	0308
2	7	2677015	0308
2	7	2659325	0308
2	7	1342947	0308
2	7	2677015	0308
2	7	2659325	0308
2	51	1540029	0309
2	67	1525725	0309
2	67	2596434	0309
2	67	1285868	0309
2	71	2886798	0309
2	71	2758756	0309
2	38	1473860	0309
2	38	1473860	0309
2	38	1473859	0309
2	51	1155955	0310
2	18	2990437	0310
2	18	1183739	0310
2	18	1456475	0310
2	38	1464002	0310
2	38	1464002	0310
2	38	1378253	0310
2	49	1468922	0310
2	28	1044796	0310
2	28	2647867	0310
2	28	1218117	0310
2	86	2786516	0310
2	86	2799042	0310
2	86	1434107	0310
2	86	1399003	0310
2	86	2805117	0310
2	56	2220417	0311
2	56	1214924	0311
2	56	1210786	0311
2	82	1537335	0311
2	82	1537321	0311
2	82	1178704	0311
2	6	2764303	0311
2	24	2717709	0311
2	38	2910192	0312
2	38	2910192	0312
2	38	2911040	0312
2	38	1293286	0312
2	84	1422757	0312
2	84	2849271	0312
2	84	2843688	0312
2	49	1569811	0312
2	49	1308613	0312
2	55	2954358	0312
2	20	1045024	0312
2	55	2621193	0312
2	10	1563796	0312
2	10	1450961	0312
2	38	2914231	0313
2	6	2843491	0313
2	6	2765131	0313
2	6	2644967	0313
2	89	2867723	0313
2	89	1352029	0313
2	89	1178566	0313
2	47	1511313	0314
2	47	1294100	0314
2	47	1396992	0314
2	56	2843244	0314
2	56	2697612	0314
2	56	2784729	0314
2	55	1555970	0314
2	55	2995051	0314
2	14	2826999	0314
2	14	1051212	0314
2	14	2806773	0314
2	16	2844376	0314
2	16	2592877	0314
2	16	1271840	0314
